"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19"
"1" 11438.8473838997 8473.01178240218 6181.45326082301 4395.19647831002 3072.10553765451 2137.4156170733 2856.63108734788 1294.05976275245 589.049766137074 267.008087015099 119.801307637874 53.5769602196739 23.8375912075074 10.6025807257716 8.17157483007134 0.216407603990516 0.00432666793560762 8.57547629094826e-05 1.62699286927299e-06
"2" 4886.92510803207 8459.54074952278 10769.0122200576 12138.0640759477 12954.4477737916 13481.59835068 42518.7047172201 42376.5502440232 41145.3837076466 39272.262798785 36736.1606852745 34282.3447004466 31931.6250108477 30066.1497463707 56547.0616939389 3443.42947911027 687.01926289335 222826.029081116 67021.5107364833
"3" 20.1119116935515 67.0466270322492 152.879668675442 284.829606838343 457.687346620486 656.117059175291 3774.98512829009 5350.09555767279 6667.54542303122 7690.00412256068 8349.39311155341 8813.59567466736 9108.35924325716 9371.8150587445 83249.3464293006 54085.988485341 66765.0726455923 394112.501221359 104245.695382955
"4" 1.11430382173502 5.65517567186318 16.5031339141692 35.5289528746414 62.691158427883 96.521234018711 725.825085057371 1253.98742016707 1836.18841444419 2423.98710359095 2956.66354746544 3463.75854753531 3930.66883440968 4398.39820199967 28228.6569080255 13275.7313100622 14568.8667069714 259153.371529503 72618.0033257645
"5" 0.0662067631386135 0.383544205578002 1.21193602999918 2.77423697605293 5.19545287512138 8.54329018422363 93.4438020247833 204.027671677167 355.867433136941 541.911136358785 747.199468149014 976.83501856671 1223.10365132779 1494.97992265266 8763.48616400497 3293.61297974052 3148.25402062303 165553.933948972 48081.4380229531
"6" 0.14436111707554 0.848539362685194 2.74197564124019 6.38224595756075 12.0229757202169 19.636281414037 184.683224155798 363.482303889292 585.641532214242 836.214436821327 1092.82355768154 1365.05766803514 1645.34029446425 1949.09560995657 829167.381056303 1989305.3986713 2795958.3058489 763422.225078643 130122.473647969
"7" 0.0149594209731457 0.0957753863045024 0.325843361391233 0.789949607622586 1.54839263556159 2.64084738892052 32.2676951291234 74.6139108415704 136.406215646527 217.025379650424 312.19812714373 425.709617234191 555.651578312842 707.441877727236 271410.847133293 688548.403765421 972150.345757721 681839.807200148 138024.772108756
"8" 0.00100554245653272 0.00662101362616252 0.0231947920181412 0.0582796019594978 0.119578018102851 0.21586816925879 3.84954425603833 10.8362445763944 22.9694059646379 41.386838292115 66.3654563118216 99.7873664835294 142.187313403368 195.881730579852 75077.664945323 202222.523738018 287348.511989015 513821.17720688 120394.623608112
"9" 0.830527362066911 1.47307407711067 1.89125942415319 2.14059080785448 2.29000416632851 2.38668435904025 7.5403763111867 7.52063742072956 7.30453851365601 6.97308387658598 6.5232330890009 6.08763080935591 5.67011472658339 5.33867179822284 111.432539067443 6.82872317579718 1.35407118539441 26.7638083134262 8.05059415736268
"10" 3.62769061140541 6.70134323737049 8.74849718544132 9.98740239782894 10.7396132547383 11.2294565687067 35.6087603530941 35.5661959878286 34.5651937855617 33.005285318149 30.879229789162 28.8183352646508 26.8423600574097 25.2735021539774 523.087820814651 32.4241638052303 6.35452285759133 126.542934184768 38.0639125324202
"11" 0.00107227502641032 0.00376865333438453 0.00891015309846339 0.0169943738961892 0.0277489073022825 0.0402814055420797 0.243888184694212 0.361824434983938 0.47114031166766 0.566883052427027 0.641386270151448 0.705418027732376 0.759155993099861 0.812620922228907 71.2033140410219 41.8194976797179 49.9650914510241 29.5325410696428 8.10992850519459
"12" 0.009484379254268 0.0346707624703003 0.0836711936337018 0.161182925587162 0.264443828954612 0.38479005658939 2.33599105633985 3.46901019453454 4.51945337906738 5.43962633594257 6.15594272717887 6.77177592121262 7.28885641599745 7.80330686780737 682.221369859063 399.912801112548 477.109354315991 283.89417012222 77.8997355564235
"13" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"14" 5.32057949576852e-05 0.000320330635595117 0.0010480217215002 0.00245998513644779 0.00466832845685404 0.00768251438815044 0.0757960545927431 0.154451572182229 0.256652368039119 0.377419900842161 0.507646929661809 0.652587994074887 0.80914592235511 0.985313097652882 4538.09972895739 11122.2817497146 15661.6800009589 474.085965848523 91.2685138104453
