"105"	"131"	"142"	"223"	"243"	"180"	"277"	"279"	"268"	"269"	"254"	"241"	"220"	"186"	"194"	"203"	"174"	"121"	"150"	"80"	"96"	"75"	"62"	"50"	"43"	"41"	"27"	"22"	"24"	"12"	"8"	"8"	"11"	"12"	"14"	"12"	"8"	"11"	"26"	"18"	"15"	"24"	"12"	"20"	"16"	"20"	"31"	"30"	"31"	"33"	"43"	"45"
"97"	"177"	"282"	"279"	"308"	"344"	"354"	"392"	"419"	"404"	"385"	"313"	"232"	"269"	"314"	"311"	"238"	"156"	"149"	"115"	"106"	"109"	"76"	"48"	"45"	"53"	"41"	"26"	"26"	"11"	"14"	"17"	"12"	"16"	"8"	"14"	"11"	"17"	"11"	"25"	"14"	"25"	"25"	"19"	"27"	"22"	"49"	"39"	"28"	"58"	"81"	"51"
"37"	"78"	"144"	"127"	"171"	"179"	"187"	"190"	"218"	"239"	"224"	"149"	"159"	"151"	"176"	"158"	"119"	"88"	"82"	"64"	"82"	"64"	"40"	"30"	"19"	"17"	"23"	"18"	"19"	"12"	"6"	"5"	"8"	"8"	"4"	"16"	"8"	"27"	"6"	"13"	"16"	"20"	"11"	"6"	"14"	"20"	"30"	"21"	"17"	"33"	"34"	"18"
"18"	"39"	"75"	"89"	"101"	"107"	"87"	"108"	"101"	"99"	"112"	"80"	"71"	"76"	"74"	"109"	"76"	"43"	"38"	"36"	"60"	"31"	"31"	"10"	"19"	"21"	"15"	"12"	"3"	"4"	"1"	"5"	"1"	"2"	"4"	"6"	"6"	"7"	"3"	"11"	"8"	"9"	"5"	"6"	"7"	"9"	"31"	"13"	"6"	"12"	"28"	"8"
"5"	"39"	"53"	"60"	"68"	"52"	"55"	"64"	"75"	"50"	"62"	"49"	"48"	"53"	"48"	"61"	"25"	"28"	"28"	"21"	"30"	"22"	"11"	"11"	"17"	"13"	"7"	"6"	"6"	"5"	"1"	"1"	"2"	"4"	"4"	"7"	"5"	"6"	"3"	"6"	"5"	"11"	"0"	"4"	"4"	"9"	"10"	"8"	"12"	"12"	"8"	"5"
"29"	"76"	"120"	"165"	"134"	"117"	"82"	"133"	"154"	"142"	"147"	"106"	"100"	"81"	"119"	"126"	"108"	"101"	"90"	"56"	"77"	"68"	"59"	"37"	"35"	"39"	"23"	"24"	"24"	"4"	"17"	"6"	"22"	"14"	"13"	"21"	"19"	"16"	"15"	"16"	"14"	"20"	"21"	"24"	"25"	"20"	"34"	"22"	"30"	"27"	"23"	"19"
"28"	"48"	"44"	"90"	"56"	"61"	"68"	"82"	"92"	"88"	"95"	"84"	"68"	"93"	"65"	"72"	"82"	"37"	"73"	"61"	"35"	"55"	"34"	"37"	"25"	"23"	"26"	"12"	"17"	"15"	"13"	"10"	"11"	"11"	"12"	"20"	"11"	"10"	"19"	"13"	"7"	"16"	"20"	"12"	"20"	"4"	"18"	"22"	"34"	"23"	"16"	"17"
"45"	"78"	"66"	"73"	"72"	"75"	"78"	"99"	"116"	"102"	"104"	"80"	"83"	"107"	"76"	"75"	"75"	"60"	"56"	"54"	"55"	"45"	"36"	"41"	"39"	"22"	"23"	"22"	"15"	"9"	"14"	"10"	"15"	"7"	"18"	"17"	"16"	"17"	"25"	"14"	"13"	"14"	"14"	"15"	"22"	"17"	"22"	"22"	"23"	"22"	"24"	"22"
"62"	"109"	"105"	"101"	"91"	"85"	"87"	"102"	"122"	"97"	"150"	"112"	"131"	"118"	"109"	"115"	"120"	"66"	"106"	"92"	"68"	"61"	"43"	"55"	"42"	"34"	"43"	"27"	"23"	"22"	"25"	"24"	"18"	"24"	"25"	"22"	"30"	"28"	"29"	"30"	"15"	"22"	"29"	"23"	"38"	"32"	"32"	"29"	"39"	"48"	"28"	"36"
"44"	"105"	"65"	"58"	"44"	"53"	"60"	"91"	"73"	"80"	"86"	"103"	"97"	"80"	"75"	"72"	"87"	"49"	"89"	"108"	"50"	"18"	"44"	"46"	"18"	"22"	"28"	"13"	"18"	"18"	"19"	"17"	"15"	"12"	"11"	"6"	"12"	"11"	"7"	"11"	"18"	"15"	"9"	"6"	"17"	"7"	"56"	"17"	"22"	"24"	"25"	"52"
