"115"	"148"	"188"	"252"	"247"	"347"	"350"	"372"	"418"	"425"	"423"	"374"	"390"	"404"	"380"	"286"	"252"	"229"	"254"	"225"	"151"	"149"	"93"	"95"	"94"	"79"	"59"	"55"	"39"	"32"	"26"	"31"	"40"	"23"	"38"	"39"	"31"	"29"	"41"	"32"	"32"	"41"	"24"	"48"	"47"	"46"	"42"	"51"	"59"	"66"	"61"	"45"
"82"	"146"	"182"	"209"	"290"	"306"	"346"	"395"	"459"	"470"	"519"	"496"	"481"	"484"	"446"	"338"	"323"	"272"	"309"	"232"	"201"	"170"	"106"	"88"	"94"	"80"	"47"	"43"	"29"	"22"	"19"	"18"	"28"	"19"	"22"	"26"	"34"	"30"	"27"	"33"	"29"	"29"	"37"	"40"	"43"	"42"	"40"	"29"	"56"	"48"	"50"	"36"
"37"	"66"	"83"	"99"	"113"	"131"	"138"	"174"	"200"	"220"	"201"	"229"	"233"	"293"	"214"	"172"	"152"	"110"	"145"	"135"	"108"	"116"	"50"	"39"	"48"	"32"	"29"	"28"	"23"	"11"	"7"	"14"	"15"	"20"	"19"	"15"	"21"	"24"	"23"	"14"	"16"	"15"	"11"	"21"	"18"	"21"	"30"	"24"	"31"	"18"	"18"	"22"
"18"	"31"	"43"	"41"	"62"	"65"	"66"	"77"	"114"	"123"	"139"	"147"	"127"	"114"	"111"	"88"	"89"	"90"	"90"	"72"	"62"	"38"	"28"	"30"	"21"	"17"	"8"	"14"	"13"	"14"	"5"	"8"	"11"	"9"	"5"	"7"	"16"	"8"	"8"	"11"	"8"	"10"	"8"	"10"	"12"	"9"	"11"	"10"	"14"	"17"	"16"	"10"
"12"	"21"	"28"	"31"	"42"	"30"	"40"	"59"	"78"	"62"	"81"	"77"	"84"	"96"	"74"	"63"	"51"	"44"	"50"	"44"	"36"	"28"	"17"	"10"	"24"	"15"	"9"	"8"	"8"	"10"	"5"	"6"	"1"	"4"	"3"	"7"	"4"	"4"	"7"	"11"	"8"	"3"	"7"	"5"	"9"	"6"	"7"	"6"	"6"	"8"	"14"	"3"
"28"	"42"	"42"	"54"	"79"	"70"	"99"	"92"	"132"	"132"	"155"	"158"	"194"	"147"	"146"	"127"	"142"	"95"	"129"	"106"	"90"	"73"	"56"	"47"	"38"	"45"	"36"	"41"	"35"	"26"	"24"	"29"	"28"	"22"	"26"	"40"	"36"	"31"	"41"	"29"	"28"	"19"	"24"	"26"	"24"	"25"	"34"	"26"	"23"	"25"	"29"	"25"
"16"	"45"	"64"	"63"	"63"	"63"	"64"	"89"	"108"	"108"	"96"	"117"	"117"	"125"	"93"	"101"	"86"	"75"	"95"	"76"	"73"	"46"	"28"	"26"	"32"	"39"	"19"	"27"	"31"	"24"	"23"	"24"	"21"	"23"	"21"	"28"	"27"	"29"	"23"	"19"	"28"	"18"	"17"	"24"	"31"	"27"	"23"	"21"	"17"	"15"	"19"	"13"
"12"	"26"	"49"	"67"	"55"	"54"	"75"	"53"	"76"	"104"	"67"	"69"	"89"	"73"	"59"	"48"	"64"	"49"	"78"	"65"	"40"	"34"	"25"	"30"	"23"	"21"	"31"	"27"	"24"	"18"	"22"	"29"	"27"	"23"	"29"	"17"	"29"	"22"	"33"	"36"	"17"	"32"	"24"	"26"	"18"	"21"	"19"	"29"	"23"	"24"	"33"	"23"
"34"	"103"	"76"	"121"	"100"	"110"	"89"	"91"	"116"	"114"	"107"	"115"	"152"	"133"	"136"	"115"	"98"	"92"	"129"	"72"	"61"	"53"	"29"	"28"	"45"	"36"	"21"	"32"	"23"	"25"	"24"	"46"	"27"	"36"	"32"	"29"	"35"	"39"	"34"	"38"	"19"	"34"	"34"	"22"	"29"	"40"	"34"	"32"	"30"	"34"	"43"	"16"
"29"	"81"	"112"	"246"	"145"	"114"	"105"	"147"	"146"	"183"	"121"	"89"	"153"	"152"	"131"	"116"	"79"	"62"	"101"	"88"	"64"	"57"	"21"	"18"	"41"	"29"	"18"	"33"	"21"	"30"	"28"	"23"	"18"	"23"	"26"	"12"	"11"	"9"	"18"	"25"	"20"	"25"	"17"	"13"	"23"	"14"	"26"	"19"	"18"	"28"	"36"	"15"
